Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
IRINOTECANO,EVOTERIN,EVOTERIN 20 MGML SOL INJ CT FA VD AMB X 5 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,1794.0,0.0,0.0,1059.57,0.59061872909699,149.5,88.2975,0,1.0,
IRINOTECANO,TREBYXAN,TREBYXAN 20 MGML SOL INJ CT 50 FA VD AMB X 5 ML,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,1800.0,0.0,0.0,1062.54,0.5902999999999999,150,88.545,0,1.0,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MG ML SOL INJ IV CT FA VD INC X 167 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,8078.0,0.0,0.0,4718.740000000002,0.5841470661054718,673.1666666666666,393.22833333333347,0,1.0,
FOLINATO DE CALCIO,FOLINATO DE CALCIO,FOLINATO DE CALCIO 10 MGML SOL INJ IVIM CT 10 FA VD INC X 30 ML,EUROFARMA LABORATORIOS S.A.,Auxiliar da quimioterapia - antídoto de efeitos tóxicos de alguns quimioterápicos,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,"Protegendo as células saudáveis dos efeitos tóxicos de antagonistas do ácido fólico, como o metotrexato",IV/IM,SOLUCAO INJETAVEL,546796.0,26670.0,1780.25,318614.379999998,0.582693326213063,45566.333333333336,26551.19833333317,0.04650668043092354,0.9534933195690765,
METOTREXATO,FAULDMETRO,FAULDMETRO 25 MGML SOL INJ CT FA VD INC X 20 ML,LIBBS FARMACEUTICA LTDA ,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,9411.0,1690.0,254.28,4884.440000000001,0.5190139198809904,784.25,407.0366666666668,0.15223853706873255,0.8477614629312674,
METOTREXATO,METREXATO,PEMETREXEDE DISSODICO HEMIPENTAIDRATADO 500 MG PO LIOF SOL INJ IV CT FA VD TRANS,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,7500.0,0.0,0.0,3765.0,0.502,625,313.75,0,1.0,
GENCITABINA,GENLIBBS,GENLIBBS 200 MG PO LIOF INJ CT FA VD INC,LIBBS FARMACEUTICA LTDA ,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,138153.0,10049.0,2530.08,68635.34000000013,0.49680672877172505,11512.75,5719.611666666678,0.06780610248174788,0.9321938975182521,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,20983.0,205.0,3000.25,10303.05,0.49101892007815845,1748.5833333333333,858.5875,0.009675287898810647,0.9903247121011893,
CARBOPLATINA,B-PLATIN,B-PLATIN 10 MG ML SOL INJ CT FA VD AMB X 15 ML,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,54571.0,5780.0,380.2899999999999,26497.33000000001,0.48555698081398563,4547.583333333333,2208.110833333334,0.0957730609269109,0.904226939073089,
DACARBAZINA,DACARB,DACARB 200 MG PO LIOF SOL INJ CT 10 FA VD AMB (REST HOSP),EUROFARMA LABORATORIOS S.A.,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,35346.0,7800.0,61.82,16890.83999999999,0.4778713291461548,2945.5,1407.569999999999,0.18078153247114448,0.8192184675288555,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MGML SOL INJ IV CT 1 FA VD AMB X 50ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,7915.0,121.0,0.67,3765.969999999996,0.47580164245104184,659.5833333333334,313.83083333333303,0.015057242409158785,0.9849427575908413,
PEMETREXEDE,MESOTEM,MESOTEM 500 MG PO LIOF CT FA VD TRANS X 50 ML (EMB HOSP),CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,8515.0,0.0,0.0,4028.799999999999,0.4731415149735759,709.5833333333334,335.73333333333323,0,1.0,
CARBOPLATINA,FAULDCARBO,FAULDCITA RESTRITO HOSP 500 MG5 ML CX 5 FA,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,1080.0,0.0,0.0,486.0,0.45,90,40.5,0,1.0,
CARBOPLATINA,B-PLATIN,B-PLATIN 10 MG ML SOL INJ CT FA VD AMB X 45 ML,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,60028.0,900.0,194.97,26522.34000000003,0.44183281135470165,5002.333333333333,2210.1950000000024,0.014771533613445378,0.9852284663865546,
GENCITABINA,GENLIBBS,GENLIBBS 1 G PO LIOF INJ CT FA VD INC,LIBBS FARMACEUTICA LTDA ,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,387967.0,9601.0,1611.24,167775.7800000008,0.43244858454456386,32330.583333333332,13981.315000000068,0.02414932791371539,0.9758506720862846,
PACLITAXEL,EVOTAXEL,EVOTAXEL 6 MGML SOL INJ CT FA VD TRANS X 50 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,6938.0,270.0,1.24,2957.62,0.4262928797924474,578.1666666666666,246.46833333333333,0.037458379578246395,0.9625416204217536,
METOTREXATO,METREXATO,PEMETREXEDE DISSODICO HEMIPENTAIDRATADO 100 MG PO LIOF SOL INJ IV CT FA VD TRANS,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,5300.0,0.0,0.0,2230.0,0.4207547169811321,441.6666666666667,185.83333333333334,0,1.0,
CARBOPLATINA,B -PLATIN,B -PLATIN 150 MG PO LIOF SOL INJ CT FA VD AMB,BLAU FARMACEUTICA S.A.,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,3900.0,0.0,0.0,1562.38,0.40061025641025644,325,130.19833333333335,0,1.0,
METOTREXATO,METREXATO,PEMETREXEDE 500 MG PO LIOF INJ IV CT 1 FA VD INC X 30 ML,BLAU FARMACEUTICA S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,10250.0,3300.0,1.35,4096.03,0.3996126829268292,854.1666666666666,341.3358333333333,0.24354243542435425,0.7564575645756457,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MG ML SOL INJ IV CT FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,36015.0,580.0,0.9,14317.86000000001,0.397552686380675,3001.25,1193.1550000000009,0.015849159721273397,0.9841508402787266,
METOTREXATO,FAULDMETRO,FAULDMETRO 100 MGML SOL INJ CT FA VD INC X 10 ML,LIBBS FARMACEUTICA LTDA ,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,19955.0,2060.0,510.6499999999999,7851.580000000002,0.3934642946629918,1662.9166666666667,654.2983333333335,0.09357256416079945,0.9064274358392006,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 1 G PO LIOF SOL INJ IV CT FA VD TRANS,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,17260.0,0.0,0.0,6041.939999999999,0.35005446118192346,1438.3333333333333,503.4949999999999,0,1.0,
ETOPOSIDEO,EPOSIDO,EPOSIDO 20 MGML SOL INJ CT 10 FA VD INC X 5 ML,BLAU FARMACEUTICA S.A.,"Câncer de pulmão de células pequenas, Leucemia aguda monocítica e mielomonocítica, Doença de Hodgkin, Linfoma não-Hodgkin, Tumores testiculares",L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,"Inibidor da enzima topoisomerase II, produzindo efeitos citotóxicos",IV,SOLUCAO INJETAVEL,132708.0,11261.0,766.78,46376.46999999994,0.34946250414443697,11059,3864.7058333333284,0.07821822753509436,0.9217817724649057,
METOTREXATO,HYTAS,HYTAS 25 MG ML SOL INJ CT FA VD INC X 2 ML,ACCORD FARMACEUTICA LTDA,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,60.0,0.0,0.0,20.65,0.3441666666666666,5,1.7208333333333332,0,1.0,
CARBOPLATINA,CARBOPLATINA,CARBOPLATINA 10 MGML SOL INJ IV CT FA VD AMB X 15 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,60068.0,766.0,4.34,20213.05000000003,0.3365027968302595,5005.666666666667,1684.4208333333356,0.012591642831311438,0.9874083571686886,
DACARBAZINA,DACARB,DACARB 200 MG PO LIOF INJ CT FA VD AMB,EUROFARMA LABORATORIOS S.A.,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,600.0,0.0,0.0,195.68,0.32613333333333333,50,16.30666666666667,0,1.0,
METOTREXATO,FAULDMETRO,FAULDMETRO 100 MGML SOL INJ CT FA VD INC X 50 ML,LIBBS FARMACEUTICA LTDA ,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,123446.0,17217.0,1951.92,38386.89999999999,0.31096106799734285,10287.166666666666,3198.9083333333324,0.12239892509046445,0.8776010749095355,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 1000 MG PO LIOF SOL INJ IV CT FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,28920.0,4000.0,0.7999999999999999,8237.359999999999,0.2848326417704011,2410,686.4466666666666,0.12150668286755771,0.8784933171324423,
DACARBAZINA,DACARB,DACARBAZINA 200 MG PO LIOF SOL INJ IV CT 10 FA VD AMB,EUROFARMA LABORATORIOS S.A.,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,1.0,1.0,76.73,0.24,0.24,0.08333333333333333,0.02,0.5,0.5,
METOTREXATO,HYTAS,HYTAS 100 MG ML SOL INJ FA VD INC X 10 ML,ACCORD FARMACEUTICA LTDA,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,SOLUCAO INJETAVEL,12.0,0.0,0.0,2.85,0.23750000000000002,1,0.23750000000000002,0,1.0,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 1000 MG PO LIOF INJ CT FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,46398.0,3996.0,5.44,10828.23,0.23337708521919048,3866.5,902.3525,0.07929515418502203,0.920704845814978,
DACARBAZINA,EVODAZIN,EVODAZIN 200 MG PO LIOF SOL INJ IV CT FA VD TRANS X 20 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,2288.0,0.0,0.0,522.64,0.2284265734265734,190.66666666666666,43.553333333333335,0,1.0,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 1 G PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,7800.0,0.0,0.0,1779.8,0.22817948717948716,650,148.31666666666666,0,1.0,
ASPARAGINASE,SPECTRILA,SPECTRILA 10000 U PO LIOF SOL INJ CT 1 FR VD TRANS,LABORATORIOS BAGO DO BRASIL S/A,Leucemia Linfoblástica Aguda (LLA) em crianças e adolescentes,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Enzima que atua hidrolisando a asparagina em ácido aspártico e amônia, reduzindo a proteína do sangue e limitando seu uso pelas células tumorais",IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,17200.0,0.0,0.0,3612.0,0.21,1433.3333333333333,301.0,0,1.0,
GENCITABINA,CLORIDRATO DE GENCITABINA,CLORIDRATO DE GENCITABINA 1 G PO LIOF P SOL INJ IV CT 10 FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de bexiga localmente avançado ou metastático, Adenocarcinoma do pâncreas localmente avançado ou metastático, Câncer de pulmão de células não pequenas localmente avançado ou metastático, Câncer de mama metastático (em combinação com o Placitaxel)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,"Pró-fármaco que é ativado dentro das células em seus derivados difosfato e trifosfato, inibindo a síntese de DNA e RNA",IV,SOLUCAO INJETAVEL,128290.0,6866.0,720.4799999999998,26799.14000000001,0.208895003507678,10690.833333333334,2233.2616666666677,0.050800556394092755,0.9491994436059072,
DACARBAZINA,DACARB,DACARBAZINA 200 MG PO LIOF SOL INJ CT FA VD AMB,EUROFARMA LABORATORIOS S.A.,"Melanoma maligno metastático, Doença de Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Análogo da purina que interfere a síntese do DNA,IV,PO LIOFILO PARA SOLUCAO INJETAVEL,49263.0,0.0,0.0,10035.4,0.20371069565393907,4105.25,836.2833333333333,0,1.0,
ETOPOSIDEO,EVOPOSDO,EVOPOSDO 20 MGML SOL INJ CT FA VD AMB X 5 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de pulmão de células pequenas, Leucemia aguda monocítica e mielomonocítica, Doença de Hodgkin, Linfoma não-Hodgkin, Tumores testiculares",L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,"Inibidor da enzima topoisomerase II, produzindo efeitos citotóxicos",IV,SOLUCAO INJETAVEL,13781.0,4799.0,556.42,2687.59,0.19502140628401424,1148.4166666666667,223.96583333333334,0.2582884822389666,0.7417115177610334,
IFOSFAMIDA,HOLOXANE,HOLOXANE 1 G PO PREP EXTEMP INJ CX 10 FA VD INC X 30 ML,BAXTER HOSPITALAR LTDA,"Carcinoma brônquico de células pequenas, Carcinoma de ovário, Carcinoma de mama, Tumores de testículo (seminoma, teratoma, teratocarcinoma), Sarcoma de tecidos moles (leiomiossarcoma, rabdomiossarcoma), Condrossarcoma, Carcinoma de endométrio, Carcinoma de rim hipernefroide, Carcinoma de pâncreas, Linfomas malignos (linfossarcoma, reticulossarcoma).",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Agente citostático ligante ao DNA que impede a replicação celular,IV,PO PARA PREPARACAO EXTEMPORANEA,160349.0,6.0,29.72,30854.78,0.1924226530879519,13362.416666666666,2571.2316666666666,3.741698107324374e-05,0.9999625830189267,
